Welcome Colony-Gbss;"""Welcome Colony-Gbss"",";;Welcome Colony-Gbss;"""Welcome Colony-Gbss"","
New Seelampur, Marginal Band-Gbss;"""New Seelampur, Marginal Band-Gbss"",";;New Seelampur, Marginal Band-Gbss;"""New Seelampur, Marginal Band-Gbss"","
New Seelampur, No.2-Gbss;"""New Seelampur, No.2-Gbss"",";;New Seelampur, No.2-Gbss;"""New Seelampur, No.2-Gbss"","
New Seelampur, No.1-Ggss;"""New Seelampur, No.1-Ggss"",";;New Seelampur, No.1-Ggss;"""New Seelampur, No.1-Ggss"","
New Usmanpur(Gautam Puri)-Ggss;"""New Usmanpur(Gautam Puri)-Ggss"",";;New Usmanpur(Gautam Puri)-Ggss;"""New Usmanpur(Gautam Puri)-Ggss"","
Brahmpuri-Ggss;"""Brahmpuri-Ggss"",";;Brahmpuri-Ggss;"""Brahmpuri-Ggss"","
Gautam Puri-Ggsss;"""Gautam Puri-Ggsss"",";;Gautam Puri-Ggsss;"""Gautam Puri-Ggsss"","
Shastri Park-Skv;"""Shastri Park-Skv"",";;Shastri Park-Skv;"""Shastri Park-Skv"","
Shastri Park-Gbsss;"""Shastri Park-Gbsss"",";;Shastri Park-Gbsss;"""Shastri Park-Gbsss"","
Gautam Puri-Sbv;"""Gautam Puri-Sbv"",";;Gautam Puri-Sbv;"""Gautam Puri-Sbv"","
Chauhan Bangar, Jafrabad-Ggms;"""Chauhan Bangar, Jafrabad-Ggms"",";;Chauhan Bangar, Jafrabad-Ggms;"""Chauhan Bangar, Jafrabad-Ggms"","
Vijay Park-Gbss;"""Vijay Park-Gbss"",";;Vijay Park-Gbss;"""Vijay Park-Gbss"","
Vijay Park-Ggss;"""Vijay Park-Ggss"",";;Vijay Park-Ggss;"""Vijay Park-Ggss"","
Bhajanpura-G(Co-Ed)Sss (Rdjk);"""Bhajanpura-G(Co-Ed)Sss (Rdjk)"",";;Bhajanpura-G(Co-Ed)Sss (Rdjk);"""Bhajanpura-G(Co-Ed)Sss (Rdjk)"","
Brahampuri-Ggsss;"""Brahampuri-Ggsss"",";;Brahampuri-Ggsss;"""Brahampuri-Ggsss"","
Brahmpuri-Sbv;"""Brahmpuri-Sbv"",";;Brahmpuri-Sbv;"""Brahmpuri-Sbv"","
Brahmpuri,Govt.(Co.Ed)Ss Block-X;"""Brahmpuri,Govt.(Co.Ed)Ss Block-X"",";;Brahmpuri,Govt.(Co.Ed)Ss Block-X;"""Brahmpuri,Govt.(Co.Ed)Ss Block-X"","
Nand Nagari O-I;"""Nand Nagari O-I"",";;Nand Nagari O-I;"""Nand Nagari O-I"","
Brahmpuri-Gbss;"""Brahmpuri-Gbss"",";;Brahmpuri-Gbss;"""Brahmpuri-Gbss"","
New Usmanpur(Gautam Puri)-Gbss;"""New Usmanpur(Gautam Puri)-Gbss"",";;New Usmanpur(Gautam Puri)-Gbss;"""New Usmanpur(Gautam Puri)-Gbss"","
Gbsss, X-Block, Brahmpuri;"""Gbsss, X-Block, Brahmpuri"",";;Gbsss, X-Block, Brahmpuri;"""Gbsss, X-Block, Brahmpuri"","
Ghonda, No.2-Skv;"""Ghonda, No.2-Skv"",";;Ghonda, No.2-Skv;"""Ghonda, No.2-Skv"","
Ghonda, No.2-Gbsss;"""Ghonda, No.2-Gbsss"",";;Ghonda, No.2-Gbsss;"""Ghonda, No.2-Gbsss"","
Ghonda, No.1-Gbsss;"""Ghonda, No.1-Gbsss"",";;Ghonda, No.1-Gbsss;"""Ghonda, No.1-Gbsss"","
Ghonda, No.1-Ggsss;"""Ghonda, No.1-Ggsss"",";;Ghonda, No.1-Ggsss;"""Ghonda, No.1-Ggsss"","
Bhajanpura-Gbsss (Rdjk);"""Bhajanpura-Gbsss (Rdjk)"",";;Bhajanpura-Gbsss (Rdjk);"""Bhajanpura-Gbsss (Rdjk)"","
New Seelampur, No.1-Sbv;"""New Seelampur, No.1-Sbv"",";;New Seelampur, No.1-Sbv;"""New Seelampur, No.1-Sbv"","
Yamuna Vihar, Block B-Rpvv;"""Yamuna Vihar, Block B-Rpvv"",";;Yamuna Vihar, Block B-Rpvv;"""Yamuna Vihar, Block B-Rpvv"","
Yamuna Vihar, Block B, No.2-Ggsss;"""Yamuna Vihar, Block B, No.2-Ggsss"",";;Yamuna Vihar, Block B, No.2-Ggsss;"""Yamuna Vihar, Block B, No.2-Ggsss"","
Yamuna Vihar, Block C, No.2-Skv;"""Yamuna Vihar, Block C, No.2-Skv"",";;Yamuna Vihar, Block C, No.2-Skv;"""Yamuna Vihar, Block C, No.2-Skv"","
Yamuna Vihar, Block B, No.1-Ggsss;"""Yamuna Vihar, Block B, No.1-Ggsss"",";;Yamuna Vihar, Block B, No.1-Ggsss;"""Yamuna Vihar, Block B, No.1-Ggsss"","
Yamuna Vihar, Block C, No.1-Skv;"""Yamuna Vihar, Block C, No.1-Skv"",";;Yamuna Vihar, Block C, No.1-Skv;"""Yamuna Vihar, Block C, No.1-Skv"","
Yamuna Vihar, Block C, No.1-Gbsss;"""Yamuna Vihar, Block C, No.1-Gbsss"",";;Yamuna Vihar, Block C, No.1-Gbsss;"""Yamuna Vihar, Block C, No.1-Gbsss"","
Yamuna Vihar, Block C, No.2-Gbsss;"""Yamuna Vihar, Block C, No.2-Gbsss"",";;Yamuna Vihar, Block C, No.2-Gbsss;"""Yamuna Vihar, Block C, No.2-Gbsss"","
Yamuna Vihar, Block B, No.2-Sbv;"""Yamuna Vihar, Block B, No.2-Sbv"",";;Yamuna Vihar, Block B, No.2-Sbv;"""Yamuna Vihar, Block B, No.2-Sbv"","
Yamuna Vihar, Block B, No.1-Sbv;"""Yamuna Vihar, Block B, No.1-Sbv"",";;Yamuna Vihar, Block B, No.1-Sbv;"""Yamuna Vihar, Block B, No.1-Sbv"","
West Jyoti Nagar-Ggsss;"""West Jyoti Nagar-Ggsss"",";;West Jyoti Nagar-Ggsss;"""West Jyoti Nagar-Ggsss"","
West Jyoti Nagar-Gbsss;"""West Jyoti Nagar-Gbsss"",";;West Jyoti Nagar-Gbsss;"""West Jyoti Nagar-Gbsss"","
Jafrabad Extn.-Ggss;"""Jafrabad Extn.-Ggss"",";;Jafrabad Extn.-Ggss;"""Jafrabad Extn.-Ggss"","
Jafrabad Extn.-Gbss;"""Jafrabad Extn.-Gbss"",";;Jafrabad Extn.-Gbss;"""Jafrabad Extn.-Gbss"","
New Jafrabad ,G(Coed)Ss;"""New Jafrabad ,G(Coed)Ss"",";;New Jafrabad ,G(Coed)Ss;"""New Jafrabad ,G(Coed)Ss"","
Shahadara, Shivaji Park-Ggsss;"""Shahadara, Shivaji Park-Ggsss"",";;Shahadara, Shivaji Park-Ggsss;"""Shahadara, Shivaji Park-Ggsss"","
Babarpur-Skv;"""Babarpur-Skv"",";;Babarpur-Skv;"""Babarpur-Skv"","
Babarpur-Gbsss;"""Babarpur-Gbsss"",";;Babarpur-Gbsss;"""Babarpur-Gbsss"","
Shahadara, Shivaji Park-Gbsss;"""Shahadara, Shivaji Park-Gbsss"",";;Shahadara, Shivaji Park-Gbsss;"""Shahadara, Shivaji Park-Gbsss"","
East Gokulpur G Coed Sen. Sec. Sch;"""East Gokulpur G Coed Sen. Sec. Sch"",";;East Gokulpur G Coed Sen. Sec. Sch;"""East Gokulpur G Coed Sen. Sec. Sch"","
Gokalpur Village-Skv;"""Gokalpur Village-Skv"",";;Gokalpur Village-Skv;"""Gokalpur Village-Skv"","
Gokalpuri-Skv;"""Gokalpuri-Skv"",";;Gokalpuri-Skv;"""Gokalpuri-Skv"","
Joharipur-G(Co-Ed)Ms;"""Joharipur-G(Co-Ed)Ms"",";;Joharipur-G(Co-Ed)Ms;"""Joharipur-G(Co-Ed)Ms"","
Gokalpuri-Gbsss;"""Gokalpuri-Gbsss"",";;Gokalpuri-Gbsss;"""Gokalpuri-Gbsss"","
Gokalpur Village-Gbsss;"""Gokalpur Village-Gbsss"",";;Gokalpur Village-Gbsss;"""Gokalpur Village-Gbsss"","
Gbsss Loni Road,East Gokul Pur;"""Gbsss Loni Road,East Gokul Pur"",";;Gbsss Loni Road,East Gokul Pur;"""Gbsss Loni Road,East Gokul Pur"","
Meet Nagar, Block B-G(Co-Ed)Ss;"""Meet Nagar, Block B-G(Co-Ed)Ss"",";;Meet Nagar, Block B-G(Co-Ed)Ss;"""Meet Nagar, Block B-G(Co-Ed)Ss"","
Saboli-Gbss;"""Saboli-Gbss"",";;Saboli-Gbss;"""Saboli-Gbss"","
Saboli-Ggss;"""Saboli-Ggss"",";;Saboli-Ggss;"""Saboli-Ggss"","
Nutan Vidya Mandir;"""Nutan Vidya Mandir"",";;Nutan Vidya Mandir;"""Nutan Vidya Mandir"","
Gbss Meet Nagar-B-Block;"""Gbss Meet Nagar-B-Block"",";;Gbss Meet Nagar-B-Block;"""Gbss Meet Nagar-B-Block"","
Mandoli-Gbsss;"""Mandoli-Gbsss"",";;Mandoli-Gbsss;"""Mandoli-Gbsss"","
Harsh Vihar G-(Co-Ed)Ss;"""Harsh Vihar G-(Co-Ed)Ss"",";;Harsh Vihar G-(Co-Ed)Ss;"""Harsh Vihar G-(Co-Ed)Ss"","
Harsh Vihar Gbss;"""Harsh Vihar Gbss"",";;Harsh Vihar Gbss;"""Harsh Vihar Gbss"","
 G(Co-Ed)Ss Mandoli Extension;""" G(Co-Ed)Ss Mandoli Extension"",";; G(Co-Ed)Ss Mandoli Extension;""" G(Co-Ed)Ss Mandoli Extension"","
G (Coed) Ss ,Sunder Nagri;"""G (Coed) Ss ,Sunder Nagri"",";;G (Coed) Ss ,Sunder Nagri;"""G (Coed) Ss ,Sunder Nagri"","
 Gbss Mandoli Extension;""" Gbss Mandoli Extension"",";; Gbss Mandoli Extension;""" Gbss Mandoli Extension"","
Tukhmirpur- Ggsss No.2;"""Tukhmirpur- Ggsss No.2"",";;Tukhmirpur- Ggsss No.2;"""Tukhmirpur- Ggsss No.2"","
Tukhmirpur- Gbsss No.2;"""Tukhmirpur- Gbsss No.2"",";;Tukhmirpur- Gbsss No.2;"""Tukhmirpur- Gbsss No.2"","
Mustufabad-Ggss;"""Mustufabad-Ggss"",";;Mustufabad-Ggss;"""Mustufabad-Ggss"","
Mustufabad-Gbss;"""Mustufabad-Gbss"",";;Mustufabad-Gbss;"""Mustufabad-Gbss"","
Khajoori Khas-Ggsss;"""Khajoori Khas-Ggsss"",";;Khajoori Khas-Ggsss;"""Khajoori Khas-Ggsss"","
Khajoori Khas-Skv;"""Khajoori Khas-Skv"",";;Khajoori Khas-Skv;"""Khajoori Khas-Skv"","
Khajoori Khas-Gbsss;"""Khajoori Khas-Gbsss"",";;Khajoori Khas-Gbsss;"""Khajoori Khas-Gbsss"","
Khajoori Khas-Sbv;"""Khajoori Khas-Sbv"",";;Khajoori Khas-Sbv;"""Khajoori Khas-Sbv"","
Tukhmirpur-Gbsss;"""Tukhmirpur-Gbsss"",";;Tukhmirpur-Gbsss;"""Tukhmirpur-Gbsss"","
Tukhmirpur-Ggsss;"""Tukhmirpur-Ggsss"",";;Tukhmirpur-Ggsss;"""Tukhmirpur-Ggsss"","
Dayalpur-Ggsss;"""Dayalpur-Ggsss"",";;Dayalpur-Ggsss;"""Dayalpur-Ggsss"","
Dayalpur-Gbsss;"""Dayalpur-Gbsss"",";;Dayalpur-Gbsss;"""Dayalpur-Gbsss"","
Karawal Nagar-Gbsss;"""Karawal Nagar-Gbsss"",";;Karawal Nagar-Gbsss;"""Karawal Nagar-Gbsss"","
Karawal Nagar-Ggsss;"""Karawal Nagar-Ggsss"",";;Karawal Nagar-Ggsss;"""Karawal Nagar-Ggsss"","
Sabhapur-G(Co-Ed)Sss;"""Sabhapur-G(Co-Ed)Sss"",";;Sabhapur-G(Co-Ed)Sss;"""Sabhapur-G(Co-Ed)Sss"","
Gbsss, Sabhapur;"""Gbsss, Sabhapur"",";;Gbsss, Sabhapur;"""Gbsss, Sabhapur"","
Sonia Vihar-Gbsss;"""Sonia Vihar-Gbsss"",";;Sonia Vihar-Gbsss;"""Sonia Vihar-Gbsss"","
Sonia Vihar-Ggss;"""Sonia Vihar-Ggss"",";;Sonia Vihar-Ggss;"""Sonia Vihar-Ggss"","
Gsv, Badarpur Khadar;"""Gsv, Badarpur Khadar"",";;Gsv, Badarpur Khadar;"""Gsv, Badarpur Khadar"","
Shahadara,Mandoli Memo M School;"""Shahadara,Mandoli Memo M School"",";;Shahadara,Mandoli Memo M School;"""Shahadara,Mandoli Memo M School"","
Shahadara-Mukh. Memo. Sr. Sec. Sch;"""Shahadara-Mukh. Memo. Sr. Sec. Sch"",";;Shahadara-Mukh. Memo. Sr. Sec. Sch;"""Shahadara-Mukh. Memo. Sr. Sec. Sch"","
Shahadara-Moti Ram Memo.Sec.School;"""Shahadara-Moti Ram Memo.Sec.School"",";;Shahadara-Moti Ram Memo.Sec.School;"""Shahadara-Moti Ram Memo.Sec.School"","
J.Fbad, Dr.Zakir Huss Memo Sec. Sc;"""J.Fbad, Dr.Zakir Huss Memo Sec. Sc"",";;J.Fbad, Dr.Zakir Huss Memo Sec. Sc;"""J.Fbad, Dr.Zakir Huss Memo Sec. Sc"","
New Usmanpur-Vijay Jyoti Midd.Sch;"""New Usmanpur-Vijay Jyoti Midd.Sch"",";;New Usmanpur-Vijay Jyoti Midd.Sch;"""New Usmanpur-Vijay Jyoti Midd.Sch"","
Brahmpuri-G.Harijan Sr.Sec. School;"""Brahmpuri-G.Harijan Sr.Sec. School"",";;Brahmpuri-G.Harijan Sr.Sec. School;"""Brahmpuri-G.Harijan Sr.Sec. School"","
Balbir Nag-A.Bharti Bhawan Sec.Sch;"""Balbir Nag-A.Bharti Bhawan Sec.Sch"",";;Balbir Nag-A.Bharti Bhawan Sec.Sch;"""Balbir Nag-A.Bharti Bhawan Sec.Sch"","
Karwal Nagar-Alok Punj Sec. School;"""Karwal Nagar-Alok Punj Sec. School"",";;Karwal Nagar-Alok Punj Sec. School;"""Karwal Nagar-Alok Punj Sec. School"","
Dev Public School;"""Dev Public School"",";;Dev Public School;"""Dev Public School"","
New Divya Jyoti Public School;"""New Divya Jyoti Public School"",";;New Divya Jyoti Public School;"""New Divya Jyoti Public School"","
Roop Memorial Public School;"""Roop Memorial Public School"",";;Roop Memorial Public School;"""Roop Memorial Public School"","
Eminent Public School;"""Eminent Public School"",";;Eminent Public School;"""Eminent Public School"","
Navin Bharti Public School;"""Navin Bharti Public School"",";;Navin Bharti Public School;"""Navin Bharti Public School"","
Dev Public School Street No-3;"""Dev Public School Street No-3"",";;Dev Public School Street No-3;"""Dev Public School Street No-3"","
New Creation Public School;"""New Creation Public School"",";;New Creation Public School;"""New Creation Public School"","
St. Andrews Public School;"""St. Andrews Public School"",";;St. Andrews Public School;"""St. Andrews Public School"","
Bal Convent Public School;"""Bal Convent Public School"",";;Bal Convent Public School;"""Bal Convent Public School"","
Arwachin International School;"""Arwachin International School"",";;Arwachin International School;"""Arwachin International School"","
Flora Dale School;"""Flora Dale School"",";;Flora Dale School;"""Flora Dale School"","
Tarawati Memorial Public School;"""Tarawati Memorial Public School"",";;Tarawati Memorial Public School;"""Tarawati Memorial Public School"","
Abhinav Model School;"""Abhinav Model School"",";;Abhinav Model School;"""Abhinav Model School"","
Aman Public School;"""Aman Public School"",";;Aman Public School;"""Aman Public School"","
Siddharth International Public School;"""Siddharth International Public School"",";;Siddharth International Public School;"""Siddharth International Public School"","
Greenway Modern Sr Sec School;"""Greenway Modern Sr Sec School"",";;Greenway Modern Sr Sec School;"""Greenway Modern Sr Sec School"","
Hans Raj Smarak School;"""Hans Raj Smarak School"",";;Hans Raj Smarak School;"""Hans Raj Smarak School"","
Dilshad Public School;"""Dilshad Public School"",";;Dilshad Public School;"""Dilshad Public School"","
G.P.Public School;"""G.P.Public School"",";;G.P.Public School;"""G.P.Public School"","
St. Laurence Public School;"""St. Laurence Public School"",";;St. Laurence Public School;"""St. Laurence Public School"","
K.D. Field Public School;"""K.D. Field Public School"",";;K.D. Field Public School;"""K.D. Field Public School"","
Greenfields Public School;"""Greenfields Public School"",";;Greenfields Public School;"""Greenfields Public School"","
Bloomfield Public School;"""Bloomfield Public School"",";;Bloomfield Public School;"""Bloomfield Public School"","
Yoga Way Public School;"""Yoga Way Public School"",";;Yoga Way Public School;"""Yoga Way Public School"","
Arvind Public School;"""Arvind Public School"",";;Arvind Public School;"""Arvind Public School"","
Sonia Public School;"""Sonia Public School"",";;Sonia Public School;"""Sonia Public School"","
City Convent Sec School;"""City Convent Sec School"",";;City Convent Sec School;"""City Convent Sec School"","
Mukta Bharti Public School;"""Mukta Bharti Public School"",";;Mukta Bharti Public School;"""Mukta Bharti Public School"","
Krishna Bodh Public School;"""Krishna Bodh Public School"",";;Krishna Bodh Public School;"""Krishna Bodh Public School"","
Shashi Public Sec.Schol;"""Shashi Public Sec.Schol"",";;Shashi Public Sec.Schol;"""Shashi Public Sec.Schol"","
Lumbni Marigold Public School;"""Lumbni Marigold Public School"",";;Lumbni Marigold Public School;"""Lumbni Marigold Public School"","
Mount Everest Public School;"""Mount Everest Public School"",";;Mount Everest Public School;"""Mount Everest Public School"","
D.A.V. Public School;"""D.A.V. Public School"",";;D.A.V. Public School;"""D.A.V. Public School"","
Kala Niketan S S Bal Vidyalaya;"""Kala Niketan S S Bal Vidyalaya"",";;Kala Niketan S S Bal Vidyalaya;"""Kala Niketan S S Bal Vidyalaya"","
Deep Public School;"""Deep Public School"",";;Deep Public School;"""Deep Public School"","
M.B.M.International School;"""M.B.M.International School"",";;M.B.M.International School;"""M.B.M.International School"","
Siddharth International P School;"""Siddharth International P School"",";;Siddharth International P School;"""Siddharth International P School"","
K.V. Vidya Mandir;"""K.V. Vidya Mandir"",";;K.V. Vidya Mandir;"""K.V. Vidya Mandir"","
Panchsheel Golden P.School;"""Panchsheel Golden P.School"",";;Panchsheel Golden P.School;"""Panchsheel Golden P.School"","
Oxford Modern Public School;"""Oxford Modern Public School"",";;Oxford Modern Public School;"""Oxford Modern Public School"","
Vidhya Vihar Public School;"""Vidhya Vihar Public School"",";;Vidhya Vihar Public School;"""Vidhya Vihar Public School"","
S.R Capital Public Sec. School;"""S.R Capital Public Sec. School"",";;S.R Capital Public Sec. School;"""S.R Capital Public Sec. School"","
Little Flowers Pub Sr.Sec. School;"""Little Flowers Pub Sr.Sec. School"",";;Little Flowers Pub Sr.Sec. School;"""Little Flowers Pub Sr.Sec. School"","
Modern K.D. Field Public School;"""Modern K.D. Field Public School"",";;Modern K.D. Field Public School;"""Modern K.D. Field Public School"","
Maulana Azad Public School;"""Maulana Azad Public School"",";;Maulana Azad Public School;"""Maulana Azad Public School"","
Little Star Public School;"""Little Star Public School"",";;Little Star Public School;"""Little Star Public School"","
New Moon School;"""New Moon School"",";;New Moon School;"""New Moon School"","
M N Model P/S,New Seelampur ;"""M N Model P/S,New Seelampur "",";;M N Model P/S,New Seelampur ;"""M N Model P/S,New Seelampur "","
Shibban Modern Public School;"""Shibban Modern Public School"",";;Shibban Modern Public School;"""Shibban Modern Public School"","
Green Land Model School;"""Green Land Model School"",";;Green Land Model School;"""Green Land Model School"","
Motherhood Public School;"""Motherhood Public School"",";;Motherhood Public School;"""Motherhood Public School"","
Kapil Vidya Mandir;"""Kapil Vidya Mandir"",";;Kapil Vidya Mandir;"""Kapil Vidya Mandir"","
J.M.Convent School;"""J.M.Convent School"",";;J.M.Convent School;"""J.M.Convent School"","
New Titiksha Public School;"""New Titiksha Public School"",";;New Titiksha Public School;"""New Titiksha Public School"","
Seth Bhagwan Dass Sr.Sec. School;"""Seth Bhagwan Dass Sr.Sec. School"",";;Seth Bhagwan Dass Sr.Sec. School;"""Seth Bhagwan Dass Sr.Sec. School"","
Cantorbury Model Public School;"""Cantorbury Model Public School"",";;Cantorbury Model Public School;"""Cantorbury Model Public School"","
Little Flowers Public School;"""Little Flowers Public School"",";;Little Flowers Public School;"""Little Flowers Public School"","
Victor Public School;"""Victor Public School"",";;Victor Public School;"""Victor Public School"","
New Holy Child Public School;"""New Holy Child Public School"",";;New Holy Child Public School;"""New Holy Child Public School"","
Universal Public School;"""Universal Public School"",";;Universal Public School;"""Universal Public School"","
Adarsh Vidya Niketan Public Shool;"""Adarsh Vidya Niketan Public Shool"",";;Adarsh Vidya Niketan Public Shool;"""Adarsh Vidya Niketan Public Shool"","
Bright Star Public School;"""Bright Star Public School"",";;Bright Star Public School;"""Bright Star Public School"","
Sunder Public Middle School;"""Sunder Public Middle School"",";;Sunder Public Middle School;"""Sunder Public Middle School"","
Pooja Model P/S,Shiv Mandir, St.No.-6, Maujpur;"""Pooja Model P/S,Shiv Mandir, St.No.-6, Maujpur"",";;Pooja Model P/S,Shiv Mandir, St.No.-6, Maujpur;"""Pooja Model P/S,Shiv Mandir, St.No.-6, Maujpur"","
Ostei Public School;"""Ostei Public School"",";;Ostei Public School;"""Ostei Public School"","
Sun Rise Public School;"""Sun Rise Public School"",";;Sun Rise Public School;"""Sun Rise Public School"","
S.D.Public Secondary School;"""S.D.Public Secondary School"",";;S.D.Public Secondary School;"""S.D.Public Secondary School"","
J.M. Model Public School;"""J.M. Model Public School"",";;J.M. Model Public School;"""J.M. Model Public School"","
Pt. Yadram Secondary Public School;"""Pt. Yadram Secondary Public School"",";;Pt. Yadram Secondary Public School;"""Pt. Yadram Secondary Public School"","
Adarsh Gyan Sarover Balika Vidh.;"""Adarsh Gyan Sarover Balika Vidh."",";;Adarsh Gyan Sarover Balika Vidh.;"""Adarsh Gyan Sarover Balika Vidh."","
Happy Time Public School;"""Happy Time Public School"",";;Happy Time Public School;"""Happy Time Public School"","
Gyan Sarover Bal Vidyalaya Ganwara;"""Gyan Sarover Bal Vidyalaya Ganwara"",";;Gyan Sarover Bal Vidyalaya Ganwara;"""Gyan Sarover Bal Vidyalaya Ganwara"","
Vidhya Deep P/S, Bhajanpura ;"""Vidhya Deep P/S, Bhajanpura "",";;Vidhya Deep P/S, Bhajanpura ;"""Vidhya Deep P/S, Bhajanpura "","
Canterbury Modern P/S, Bhajanpur;"""Canterbury Modern P/S, Bhajanpur"",";;Canterbury Modern P/S, Bhajanpur;"""Canterbury Modern P/S, Bhajanpur"","
Bhandarrri Modern Public School;"""Bhandarrri Modern Public School"",";;Bhandarrri Modern Public School;"""Bhandarrri Modern Public School"","
Ganga Happy Public School;"""Ganga Happy Public School"",";;Ganga Happy Public School;"""Ganga Happy Public School"","
Gandhi Memorial Public School;"""Gandhi Memorial Public School"",";;Gandhi Memorial Public School;"""Gandhi Memorial Public School"","
U. B Sewa Sadan Pub Middle Sch;"""U. B Sewa Sadan Pub Middle Sch"",";;U. B Sewa Sadan Pub Middle Sch;"""U. B Sewa Sadan Pub Middle Sch"","
Ganga Happy School;"""Ganga Happy School"",";;Ganga Happy School;"""Ganga Happy School"","
Vishva Bharti School;"""Vishva Bharti School"",";;Vishva Bharti School;"""Vishva Bharti School"","
New Bal Jyoti Public School;"""New Bal Jyoti Public School"",";;New Bal Jyoti Public School;"""New Bal Jyoti Public School"","
Brahampuri Public Sr.Sec.School;"""Brahampuri Public Sr.Sec.School"",";;Brahampuri Public Sr.Sec.School;"""Brahampuri Public Sr.Sec.School"","
Pooja Public School;"""Pooja Public School"",";;Pooja Public School;"""Pooja Public School"","
Bhagirathi Bal Shiksha Sadan;"""Bhagirathi Bal Shiksha Sadan"",";;Bhagirathi Bal Shiksha Sadan;"""Bhagirathi Bal Shiksha Sadan"","
Nav Jeevan Adrsh Pub Sr. Sec. Sch;"""Nav Jeevan Adrsh Pub Sr. Sec. Sch"",";;Nav Jeevan Adrsh Pub Sr. Sec. Sch;"""Nav Jeevan Adrsh Pub Sr. Sec. Sch"","
Green Vales School;"""Green Vales School"",";;Green Vales School;"""Green Vales School"","
Aryan P/S, Brahampuri ;"""Aryan P/S, Brahampuri "",";;Aryan P/S, Brahampuri ;"""Aryan P/S, Brahampuri "","
Gangotri Public School;"""Gangotri Public School"",";;Gangotri Public School;"""Gangotri Public School"","
B.A.V. Public School;"""B.A.V. Public School"",";;B.A.V. Public School;"""B.A.V. Public School"","
Vivek Modern School;"""Vivek Modern School"",";;Vivek Modern School;"""Vivek Modern School"","
Sandhya Public School;"""Sandhya Public School"",";;Sandhya Public School;"""Sandhya Public School"","
Nav Jeewan Adarsh Public School;"""Nav Jeewan Adarsh Public School"",";;Nav Jeewan Adarsh Public School;"""Nav Jeewan Adarsh Public School"","
Green Garden Public School;"""Green Garden Public School"",";;Green Garden Public School;"""Green Garden Public School"","
Holy Home Public School;"""Holy Home Public School"",";;Holy Home Public School;"""Holy Home Public School"","
Pt. Diwan Chand Public School;"""Pt. Diwan Chand Public School"",";;Pt. Diwan Chand Public School;"""Pt. Diwan Chand Public School"","
Anglo Indian Public School;"""Anglo Indian Public School"",";;Anglo Indian Public School;"""Anglo Indian Public School"","
Kalindin Bal Vidyalay (Regd);"""Kalindin Bal Vidyalay (Regd)"",";;Kalindin Bal Vidyalay (Regd);"""Kalindin Bal Vidyalay (Regd)"","
Nav Jeewan Adarsh Public School;"""Nav Jeewan Adarsh Public School"",";;Nav Jeewan Adarsh Public School;"""Nav Jeewan Adarsh Public School"","
Abhinav Bharti Bhawan School;"""Abhinav Bharti Bhawan School"",";;Abhinav Bharti Bhawan School;"""Abhinav Bharti Bhawan School"","
Mother Public School;"""Mother Public School"",";;Mother Public School;"""Mother Public School"","
Canterbury Public School;"""Canterbury Public School"",";;Canterbury Public School;"""Canterbury Public School"","
Lovely Rose Public Secondary School;"""Lovely Rose Public Secondary School"",";;Lovely Rose Public Secondary School;"""Lovely Rose Public Secondary School"","
Gyandeep Vidya Bhawan Sec. School;"""Gyandeep Vidya Bhawan Sec. School"",";;Gyandeep Vidya Bhawan Sec. School;"""Gyandeep Vidya Bhawan Sec. School"","
St. James School;"""St. James School"",";;St. James School;"""St. James School"","
Rose Garden Public School;"""Rose Garden Public School"",";;Rose Garden Public School;"""Rose Garden Public School"","
Ch. Ramphal Memorial Public School;"""Ch. Ramphal Memorial Public School"",";;Ch. Ramphal Memorial Public School;"""Ch. Ramphal Memorial Public School"","
Fahan International School;"""Fahan International School"",";;Fahan International School;"""Fahan International School"","
Shivalik P/S,Yamana Vihar D-53;"""Shivalik P/S,Yamana Vihar D-53"",";;Shivalik P/S,Yamana Vihar D-53;"""Shivalik P/S,Yamana Vihar D-53"","
S.H.P.Convent School, C 12, Yamuna Vihar;"""S.H.P.Convent School, C 12, Yamuna Vihar"",";;S.H.P.Convent School, C 12, Yamuna Vihar;"""S.H.P.Convent School, C 12, Yamuna Vihar"","
St.Moral Global School, Blck C 6, Yamuna Vihar;"""St.Moral Global School, Blck C 6, Yamuna Vihar"",";;St.Moral Global School, Blck C 6, Yamuna Vihar;"""St.Moral Global School, Blck C 6, Yamuna Vihar"","
Nav Jeevan Adarsh P/S, C-5, Yamuna Vihar;"""Nav Jeevan Adarsh P/S, C-5, Yamuna Vihar"",";;Nav Jeevan Adarsh P/S, C-5, Yamuna Vihar;"""Nav Jeevan Adarsh P/S, C-5, Yamuna Vihar"","
Shishu Niketa Public School;"""Shishu Niketa Public School"",";;Shishu Niketa Public School;"""Shishu Niketa Public School"","
Nityanand Memorial Public School;"""Nityanand Memorial Public School"",";;Nityanand Memorial Public School;"""Nityanand Memorial Public School"","
Alfalah Islamic School;"""Alfalah Islamic School"",";;Alfalah Islamic School;"""Alfalah Islamic School"","
Shri Ram Ratan Joshi Memorial P/S,Maujpur;"""Shri Ram Ratan Joshi Memorial P/S,Maujpur"",";;Shri Ram Ratan Joshi Memorial P/S,Maujpur;"""Shri Ram Ratan Joshi Memorial P/S,Maujpur"","
Taksila Public School (Sr.Sec);"""Taksila Public School (Sr.Sec)"",";;Taksila Public School (Sr.Sec);"""Taksila Public School (Sr.Sec)"","
